candle_end_time,big_open,big_close,big_amp,small_open,small_close,small_amp,big_mom,small_mom,pos,trade_time,strategy_amp_adjust,big_net,small_net,strategy_net
2010-07-06,1793.245,1826.395,0.01598466895853501,859.258,893.7180000000001,0.036473578980085186,-0.036277924614818935,-0.10484438007439933,empty,2010-07-06,0.0,1.0,1.0,1.0
2010-07-07,1822.3310000000001,1829.557,0.0017312793782287006,896.5319999999999,908.549,0.01659472003473117,-0.03425426904906437,-0.11592313178895008,empty,,0.0,1.0017312793782287,1.0165947200347312,1.0
2010-07-08,1837.237,1828.131,-0.0007794236528295695,911.997,905.5089999999999,-0.00334599454734974,-0.013614170564535844,-0.15330893490969355,empty,,0.0,1.0009505063253021,1.0131931996446304,1.0
2010-07-09,1830.285,1870.3029999999999,0.02306836873287521,903.4960000000001,932.1469999999999,0.02941770871410454,0.013642941147778087,-0.12651126266686918,empty,,0.0,1.0240408016885723,1.0429990220628877,1.0
2010-07-12,1868.42,1887.67,0.009285661200351125,931.53,930.17,-0.0021209101139626485,-0.010082353730879845,-0.13699188085613323,big,2010-07-12,0.009225104060679223,1.0335496976283882,1.0407869148881412,1.0092251040606792
2010-07-13,1867.309,1859.152,-0.015107513495473235,924.948,931.08,0.0009783157917371277,-0.007829977628635243,-0.166802388950834,empty,2010-07-13,0.0,1.017935331623225,1.0418051331628098,1.0092251040606792
2010-07-14,1863.747,1873.0379999999998,0.007468996617812751,929.7489999999999,922.362,-0.009363320015466026,-0.005394021652552539,-0.17807625920179926,empty,,0.0,1.025538287172271,1.0320503783072512,1.0092251040606792
2010-07-15,1870.365,1840.668,-0.01728208397266895,920.046,892.557,-0.03231377702030214,-0.02203085541776273,-0.1617915947856905,empty,,0.0,1.0078148483761726,0.9987009325089121,1.0092251040606792
2010-07-16,1833.996,1839.219,-0.000787214207016107,885.067,892.298,-0.0002901775460839584,-0.016918323069842867,-0.10794909809982633,empty,,0.0,1.0070214822094892,0.998411131923045,1.0092251040606792
2010-07-19,1822.443,1878.5279999999998,0.02137265872090266,881.6560000000001,908.049,0.017652174497757356,-0.028489627723395028,-0.12754875567110746,empty,,0.0,1.02854420867337,1.016035259444254,1.0092251040606792
2010-07-20,1880.249,1909.965,0.016734911590351675,909.543,937.0169999999999,0.03190136215116146,-0.010381854526575807,-0.0946651916192831,empty,,0.0,1.0457568050722872,1.0484481682141344,1.0092251040606792
2010-07-21,1912.203,1914.33,0.0022853821928674467,940.097,941.25,0.004517527430132118,0.0003678879781106037,-0.10129213424141414,empty,,0.0,1.0481467590526694,1.0531845615731137,1.0092251040606792
2010-07-22,1906.9289999999999,1933.8770000000002,0.010210883181060781,938.2180000000001,950.209,0.0095181938911022,0.010044154376318337,-0.09555673371717732,big,2010-07-22,0.010150270528070049,1.0588492631659636,1.063208976433282,1.0194690118906147
2010-07-23,1937.3729999999998,1945.451,0.00598486873777393,951.84,960.5880000000001,0.010922860128666612,0.01541878271943875,-0.054802648474883364,big,,0.005924509645649723,1.0651863370191006,1.0748222593704053,1.0255088658850016
2010-07-26,1948.629,1951.87,0.0032994919944011603,962.76,966.154,0.005794367616501539,0.02167059502143176,-0.021940076551865917,big,,0.003239294024881545,1.0687009108106407,1.0810501746635963,1.028830790626726
2010-07-27,1945.04,1936.0739999999998,-0.0080927520787758,963.544,957.967,-0.00847380438315215,0.05621108575549738,0.04889692316620109,big,,-0.008152266513650974,1.0600521792930881,1.0718895669551245,1.0204434878240867
