candle_end_time,open,high,low,close,amount,info
2004-08-02,901.810,905.900,897.610,900.020,1996490.000,
2004-08-03,898.490,905.300,891.760,893.300,2333150.000,
2004-08-04,893.060,938.230,888.790,923.020,7671839.000,
2004-08-05,919.840,929.260,907.700,909.080,4403869.000,
2004-08-06,908.330,920.020,904.550,911.550,3389739.000,
2004-08-09,909.420,922.940,906.660,920.760,2936669.000,
2004-08-10,921.700,927.930,918.080,926.540,2537300.000,
2004-08-11,926.480,926.940,911.860,914.610,2506019.000,
2004-08-12,909.680,909.680,899.660,907.830,2661769.000,
2004-08-13,901.260,914.540,898.730,907.000,3755419.000,
2004-08-16,905.520,912.120,901.450,904.010,2578840.000,
2004-08-17,903.780,912.700,898.870,910.860,2079080.000,
2004-08-18,910.930,922.170,910.410,911.850,2594000.000,
2004-08-19,911.480,911.480,898.990,903.320,2478490.000,
2004-08-20,900.850,909.520,896.700,904.830,2524750.000,
2004-08-23,903.190,903.210,889.030,889.660,2073580.000,
2004-08-24,887.910,900.310,883.260,897.770,2423680.000,
2004-08-25,897.650,899.260,892.140,894.370,1545020.000,
2004-08-26,893.450,895.650,886.430,892.100,1530229.000,
2004-08-27,891.990,894.890,879.660,883.700,2079709.000,
2004-08-30,880.650,884.710,876.550,882.050,1639109.000,
2004-08-31,896.860,908.210,888.370,895.780,2910150.000,
2004-09-01,894.620,894.620,879.400,880.540,2020119.000,
2004-09-02,878.630,882.630,867.020,881.570,3159290.000,
2004-09-03,882.080,884.160,875.380,879.420,1597270.000,
2004-09-06,878.400,879.270,871.150,874.690,1700450.000,
2004-09-07,874.100,878.860,869.870,877.770,1597379.000,
2004-09-08,877.140,877.750,858.860,864.590,3834100.000,
2004-09-09,862.360,862.540,847.070,848.460,2960519.000,
2004-09-10,846.380,852.650,839.930,851.970,1800980.000,
2004-09-13,850.220,850.220,833.090,834.100,1863480.000,
2004-09-14,838.550,864.660,838.550,860.100,3962950.000,
2004-09-15,862.570,905.620,859.890,892.770,8520689.000,
2004-09-16,899.900,909.910,893.380,903.400,6511719.000,
2004-09-17,905.570,932.820,901.650,932.320,9875810.000,
2004-09-20,939.420,965.290,938.460,965.110,13134300.000,
2004-09-21,967.560,967.780,947.780,955.000,9068589.000,
2004-09-22,951.840,957.470,929.850,933.100,9021500.000,
2004-09-23,931.670,967.760,926.370,967.320,6197819.000,
2004-09-24,975.120,991.730,950.340,951.090,13635400.000,
2004-09-27,964.020,971.350,940.370,946.140,6380100.000,
2004-09-28,948.180,954.100,937.300,947.770,4336169.000,
2004-09-29,948.510,950.990,934.950,936.460,3887719.000,
2004-09-30,936.380,938.690,920.540,924.350,4317369.000,
2004-10-08,922.800,936.240,904.980,936.010,4731580.000,
2004-10-11,936.480,938.640,920.600,923.220,6302680.000,
2004-10-12,920.780,921.420,900.190,902.720,5108730.000,
2004-10-13,901.270,909.130,894.670,901.970,4251089.000,
2004-10-14,902.470,903.480,874.700,876.820,4972230.000,
2004-10-15,873.760,884.780,867.300,879.720,4002419.000,
2004-10-18,880.270,887.640,869.040,882.660,2558550.000,
2004-10-19,885.380,901.290,882.850,884.930,3456119.000,
2004-10-20,884.540,884.540,867.600,879.390,3347710.000,
2004-10-21,879.660,885.560,861.610,864.310,6055730.000,
2004-10-22,864.380,881.190,858.600,878.740,5223960.000,
2004-10-25,886.050,893.110,864.420,865.650,5931400.000,
2004-10-26,864.430,875.960,851.450,875.850,5815650.000,
