candle_end_time,big_open,big_close,big_amp,small_open,small_close,small_amp,big_mom,small_mom,pos,trade_time,strategy_amp_adjust,big_net,small_net,strategy_net
2010-07-06,2504.869,2562.902,0.01999919606821643,859.258,893.7180000000001,0.036473578980085186,-0.06329283250903828,-0.10484438007439933,big,2010-07-06,0.019937996116452306,1.0,1.0,1.0199379961164523
2010-07-07,2561.106,2580.4770000000003,0.0068574608002960336,896.5319999999999,908.549,0.01659472003473117,-0.05972691209087888,-0.11592313178895008,big,,0.006797049352648132,1.006857460800296,1.0165947200347312,1.0268705650126968
2010-07-08,2591.509,2575.9210000000003,-0.0017655650486324559,911.997,905.5089999999999,-0.00334599454734974,-0.04443867396961465,-0.15330893490969355,big,,-0.001825459114729533,1.005079788458552,1.0131931996446304,1.0249960547801469
2010-07-09,2578.555,2647.1040000000003,0.027633999645175544,903.4960000000001,932.1469999999999,0.02941770871410454,-0.019349943838040007,-0.12651126266686918,big,,0.02757234160519695,1.0328541629761887,1.0429990220628877,1.0532575961465243
2010-07-12,2647.42,2676.22,0.010999190058267327,931.53,930.17,-0.0021209101139626485,-0.03806899238821437,-0.13699188085613323,big,,0.010938530106863853,1.0442147222172364,1.0407869148881412,1.0647786860722561
2010-07-13,2649.658,2634.593,-0.015554401357138037,924.948,931.08,0.0009783157917371277,-0.041974194397646825,-0.166802388950834,big,,-0.015613468093056526,1.027972587324837,1.0418051331628098,1.0481537980311002
2010-07-14,2640.925,2653.6090000000004,0.007217813149887009,929.7489999999999,922.362,-0.009363320015466026,-0.038152269809407,-0.17807625920179926,big,,0.007157380081098008,1.035392301383354,1.0320503783072512,1.0556558331470551
2010-07-15,2650.3340000000003,2608.519,-0.01699195322295055,920.046,892.557,-0.03231377702030214,-0.048934402291436974,-0.1617915947856905,big,,-0.017050933705757165,1.0177989638308447,0.9987009325089121,1.037655915519969
2010-07-16,2597.0,2616.1279999999997,0.0029169808615538972,885.067,892.298,-0.0002901775460839584,-0.029685857621526313,-0.10794909809982633,big,,0.0028568058427023146,1.0207678639292488,0.998411131923045,1.040620297002141
2010-07-19,2592.087,2682.472,0.025359615431661098,881.6560000000001,908.049,0.017652174497757356,-0.03531208204661973,-0.12754875567110746,big,,0.02529809385473536,1.0466541444034927,1.016035259444254,1.0669460069428438
2010-07-20,2685.4590000000003,2741.5029999999997,0.022006194286463998,909.543,937.0169999999999,0.03190136215116146,-0.015165677582515524,-0.0946651916192831,big,,0.02194487391480693,1.0696870188559686,1.0484481682141344,1.0903600025391111
2010-07-21,2744.696,2747.335,0.00212730024369856,940.097,941.25,0.004517527430132118,-0.004045684331492327,-0.10129213424141414,big,,0.002067172605684009,1.071962564311862,1.0531845615731137,1.0926139648666935
2010-07-22,2738.027,2781.2859999999996,0.01235779400764736,938.2180000000001,950.209,0.0095181938911022,0.008626660835293176,-0.09555673371717732,big,,0.012297052540007014,1.0852096568655374,1.063208976433282,1.1060498961986045
2010-07-23,2787.5209999999997,2793.0759999999996,0.004239046254142842,951.84,960.5880000000001,0.010922860128666612,0.020754036400421283,-0.054802648474883364,big,,0.0041787919113676075,1.089809910796433,1.0748222593704053,1.1106718485584082
2010-07-26,2798.762,2811.055,0.006436989183251862,962.76,966.154,0.005794367616501539,0.0347021489065904,-0.021940076551865917,big,,0.006376602963900968,1.0968250054040303,1.0810501746635963,1.117754161959847
2010-07-27,2803.755,2795.724,-0.00545382427593899,963.544,957.967,-0.00847380438315215,0.07858931589621854,0.04889692316620109,big,,-0.005513497046482407,1.0908431145631008,1.0718895669551245,1.111591427689188
2010-07-28,2796.4829999999997,2863.724,0.024322858765743582,955.188,972.534,0.015206160546240133,0.11730229763525779,0.057890992631462135,big,,0.024261399394217786,1.117375537574203,1.0881888917980838,1.1385601912795442
2010-07-29,2866.772,2877.9759999999997,0.0049767365849500145,974.295,975.362,0.002907867488437299,0.13930922765037068,0.1056144367993288,big,,0.0049164379807549174,1.1229364212911768,1.0913532008978222,1.1441578518473265
2010-07-30,2871.4809999999998,2868.8459999999995,-0.0031723683588744667,971.663,968.431,-0.007106079588911518,0.13209436862324164,0.1091613982041415,big,,-0.003232178016772891,1.1193740533192449,1.083597958192629,1.1404597299908674
2010-08-02,2868.2790000000005,2917.275,0.016881003720659926,968.45,994.2280000000001,0.02663793290384131,0.16103470000409947,0.15303826652502472,big,,0.01681999086043673,1.1382702108781373,1.1124627678977037,1.15964225222601
2010-08-03,2925.2540000000004,2865.9709999999995,-0.017586274862671725,995.195,975.645,-0.018690883781185108,0.11825227808164329,0.09166985559203233,big,,-0.017645219686179936,1.1182522780816433,1.0916698555920323,1.1391801099281056
2010-08-04,2858.3540000000003,2876.434,0.003650769669337528,971.4069999999999,978.0139999999999,0.0024281372835406323,0.11469081103997425,0.0764570760630412,big,,0.0035905506231574957,1.122334759581131,1.0943205798697127,1.1432703937816966
2010-08-05,2874.66,2850.829,-0.008901646969824428,980.27,987.3510000000001,0.009546898101663315,0.10672221702451279,0.09038231536075325,big,,-0.008961112871006205,1.1123441317693772,1.1047679469362819,1.1330254187409392
2010-08-06,2848.155,2897.659,0.016426800765672045,987.967,1011.39,0.024346964757213874,0.09465249570851753,0.08501126968171335,big,,0.01636581515762625,1.1306163872048172,1.1316656932052391,1.1515683033129456
2010-08-09,2894.1,2918.24,0.007102630088633433,1013.24,1032.34,0.02071406677938281,0.09043352190776544,0.10984013674919635,big,,0.007042203930828217,1.1386467371752802,1.155107091946229,1.1596778821451532
2010-08-10,2920.4040000000005,2832.638,-0.02933343385053999,1031.978,993.992,-0.03714667648255421,0.0751710036426878,0.06756884478240321,small,2010-08-10,-0.03720444768196518,1.1052463184312158,1.1121987024989983,1.1165327070509516
2010-08-11,2823.15,2850.211,0.006203757769259521,991.278,1004.637,0.01070934172508431,0.07408853376665481,0.08920033565996865,big,2010-08-11,0.006143385543793345,1.112102998866129,1.1241096184702555,1.123391997942621
2010-08-12,2822.7909999999997,2816.386,-0.011867542438086076,994.052,991.7769999999999,-0.012800643416477797,0.07968774618854613,0.11116376881252399,small,2010-08-12,-0.01285987537787281,1.0989050693315623,1.109720292083185,1.1089453168485794
2010-08-13,2818.41,2855.547,0.013904699142802235,992.6260000000001,1007.206,0.01555692459091107,0.09151654659099262,0.12877760568778585,small,,0.015495991175435764,1.1141850137071179,1.126984126984127,1.1261295236925057
2010-08-16,2851.219,2922.083,0.02330061455826149,1007.498,1030.2169999999999,0.022846369064520866,0.08932469751781191,0.13453899514233258,small,,0.022784998282377122,1.1401462092580987,1.1527316222790631,1.1517883829555737
2010-08-17,2927.258,2942.2909999999997,0.006915614648865143,1031.075,1033.5810000000001,0.003265331478708111,0.07324011682642695,0.10305469377823484,small,,0.0032051355588194053,1.1480310210846922,1.1564956731317932,1.1554800208580198
2010-08-18,2945.9790000000003,2937.362,-0.001675225190166274,1033.7069999999999,1026.722,-0.006636151399842083,0.0691677571173519,0.09080690571049144,small,,-0.006695753230757995,1.1461078105990787,1.1488209927516284,1.1477432117752835
2010-08-19,2940.7670000000003,2955.395,0.006139182027955714,1026.983,1025.526,-0.0011648722828574432,0.06260017847858879,0.079263614636359,small,,-0.0012248023905204741,1.1531439750720083,1.1474827630192075,1.1463374531457975
2010-08-20,2943.3340000000003,2898.333,-0.019307740589667333,1021.4580000000001,995.944,-0.028845685043577762,0.03768497527457204,0.03680662261031764,small,,-0.028903954302475054,1.13087937033878,1.114382836644221,1.1132037677848556
2010-08-23,2895.7070000000003,2896.192,-0.0007387004874871428,994.938,995.613,-0.00033234800350212534,0.03028649386084581,0.030490998329459007,big,2010-08-23,-0.0007986561654578228,1.1300439891966216,1.1140124737333252,1.1123147007323033
2010-08-24,2892.1290000000004,2911.827,0.0053984680573664345,993.576,1004.985,0.009413296130122761,0.0415287775188109,0.04908102262395264,small,2010-08-24,0.009352731332354924,1.1361444955757185,1.1244990030412276,1.1227178812852814
2010-08-25,2893.986,2843.0229999999997,-0.023629151045031382,1000.2689999999999,976.878,-0.02796758160569557,-0.007228699413770467,0.0044666818846437195,small,,-0.028025903550799147,1.1092983656807789,1.093049485408149,1.0912526982296225
2010-08-26,2853.1,2850.09,0.0024857343749946637,978.6,980.63,0.0038408071427546986,-0.009689448417915747,0.005401071602133323,small,,0.0037805766943261876,1.112055786760477,1.097247677679089,1.0953782627481699
2010-08-27,2847.45,2858.57,0.002975344638239452,978.51,999.46,0.01920194160896571,-0.003581928064455009,0.03204048610587651,small,,0.019140789492469334,1.115364535983038,1.1183169635164558,1.1163446674900592
2010-08-30,2874.25,2915.01,0.019744137803167305,1002.99,1024.93,0.025483761231064772,-0.0007764094917345199,0.030880240749606713,small,,0.02542223220539097,1.137386447082253,1.1468158859953588,1.1447246408482414
2010-08-31,2905.15,2903.19,-0.0040548745973427724,1020.75,1025.57,0.0006244328880995464,0.012986523590085453,0.051171276437638635,small,,0.0005643954221263847,1.1327744876706172,1.1475319955511691,1.1453707181951314
2010-09-01,2907.66,2884.04,-0.006596192464151551,1025.68,995.59,-0.029232524352311273,0.0026442463133169447,0.01797111288795472,small,,-0.02929077040085004,1.1253024891314611,1.1139867385461633,1.111821927464621
2010-09-02,2917.74,2921.39,0.012950583209664135,1001.6,1014.92,0.019415622896975515,0.024751046099222185,0.02792218775288613,small,,0.019354457959601667,1.1398758126530004,1.1356154849740072,1.1333406382182984
2010-09-03,2926.94,2920.21,-0.0004039173133336682,1017.64,1036.7,0.021459819493162113,0.0077824892439033455,0.025024965641345043,small,,0.021398531903992657,1.1394153970772194,1.1599855882951893,1.1575924640233042
2010-09-06,2935.89,2975.09,0.018793168984422293,1039.46,1010.76,-0.025021703482203228,0.019480920006579527,-0.02090396574771869,small,,-0.025080202179994293,1.1608286231779443,1.130960772861238,1.128559810983562
2010-09-07,2979.3,2983.11,0.0026957167682322147,1010.11,1022.62,0.01173374490482404,0.05312080117544138,0.028801036628061327,big,2010-09-07,0.002635555025226166,1.163957888362489,1.1442311780673544,1.131534192464668
2010-09-08,2970.0,2980.97,-0.0007173721384730047,1020.23,1026.33,0.003627936085740524,0.045876954372851664,0.02159287384398545,big,,-0.0007773290961446966,1.1631228974030219,1.1483823756486944,1.1306546180135826
2010-09-09,2986.87,2926.46,-0.01828599415626453,1029.11,1021.83,-0.004384554675396668,0.03908342109355756,0.03030217478324282,big,,-0.018344896996615123,1.141854038898093,1.1433472303344008,1.1099128755073762
2010-09-10,2928.0,2932.55,0.002081012554417283,1021.87,1034.94,0.012829922785590586,0.026966111921814084,0.027535578620460965,big,,0.002020887693664042,1.144230251488352,1.1580162870167099,1.1121558847785282
2010-09-13,2933.59,2962.32,0.010151574568208588,1034.39,1042.48,0.007285446499313952,0.013769971626404809,0.011903317456419593,small,2010-09-13,0.007225009372524127,1.155845990209536,1.1664529527211043,1.120191221469761
2010-09-14,2971.55,2965.01,0.0009080720516352336,1044.3,1031.22,-0.010801166449236455,0.00772153400190545,-0.0022842912166536333,big,2010-09-14,0.0008480175673122314,1.15689558164924,1.1538539002235604,1.1211411633043162
2010-09-15,2965.54,2913.19,-0.01747717545640659,1029.52,990.1,-0.03987509939683098,-0.00822915255252843,-0.03566885680836673,big,,-0.017536126825879128,1.1366763145840146,1.1078438612627248,1.101480689674898
2010-09-16,2908.32,2857.79,-0.019016953923362445,989.49,972.6,-0.01767498232501763,-0.03302604220417238,-0.051608637908741484,big,,-0.019075812906127032,1.115060193483793,1.0882627405960268,1.080469050118948
2010-09-17,2864.72,2861.37,0.0012527162597670838,976.07,972.23,-0.0003804236068271072,-0.01275319295608901,-0.023810575695018987,big,,0.0011926410967915135,1.1164570475187892,1.087848739759074,1.0817576619119311
2010-09-20,2865.04,2849.83,-0.004033033127487817,972.45,949.2,-0.023687810497516004,-0.016007916602214234,-0.046617511020848434,big,,-0.0040927911455000965,1.1119543392607285,1.0620799849616993,1.0773302537316811
2010-09-21,2859.43,2857.48,0.0026843706466701533,952.07,934.46,-0.015528866413822229,-0.01866422696128589,-0.07017517674393148,big,,0.002624209584431325,1.1149392368494777,1.0455870867544348,1.0801573941091216
2010-09-27,2869.93,2905.03,0.016640536416702822,936.21,950.67,0.017346916935984336,0.021810235091309638,-0.02682832451954087,big,,0.016579537984517945,1.1334924238226822,1.063724799097702,1.0980659046540118
